"region"	"alder"	"kjønn"	"Personer 2023"
"K-3105 Sarpsborg"	"48 år"	"Menn"	400
"K-3105 Sarpsborg"	"48 år"	"Kvinner"	397
"K-3105 Sarpsborg"	"49 år"	"Menn"	420
"K-3105 Sarpsborg"	"49 år"	"Kvinner"	412
"K-3105 Sarpsborg"	"50 år"	"Menn"	468
"K-3105 Sarpsborg"	"50 år"	"Kvinner"	444
"K-3105 Sarpsborg"	"51 år"	"Menn"	431
"K-3105 Sarpsborg"	"51 år"	"Kvinner"	406
"K-3105 Sarpsborg"	"52 år"	"Menn"	423
"K-3105 Sarpsborg"	"52 år"	"Kvinner"	437
"K-3105 Sarpsborg"	"53 år"	"Menn"	467
"K-3105 Sarpsborg"	"53 år"	"Kvinner"	420
"K-3105 Sarpsborg"	"54 år"	"Menn"	416
"K-3105 Sarpsborg"	"54 år"	"Kvinner"	400
"K-3105 Sarpsborg"	"55 år"	"Menn"	417
"K-3105 Sarpsborg"	"55 år"	"Kvinner"	391
"K-3105 Sarpsborg"	"56 år"	"Menn"	411
"K-3105 Sarpsborg"	"56 år"	"Kvinner"	355
"K-3105 Sarpsborg"	"57 år"	"Menn"	420
"K-3105 Sarpsborg"	"57 år"	"Kvinner"	363
"K-3105 Sarpsborg"	"58 år"	"Menn"	407
"K-3105 Sarpsborg"	"58 år"	"Kvinner"	376
"K-3105 Sarpsborg"	"59 år"	"Menn"	339
"K-3105 Sarpsborg"	"59 år"	"Kvinner"	376
"K-3105 Sarpsborg"	"60 år"	"Menn"	378
"K-3105 Sarpsborg"	"60 år"	"Kvinner"	381
"K-3105 Sarpsborg"	"61 år"	"Menn"	360
"K-3105 Sarpsborg"	"61 år"	"Kvinner"	340
"K-3105 Sarpsborg"	"62 år"	"Menn"	344
"K-3105 Sarpsborg"	"62 år"	"Kvinner"	325
"K-3105 Sarpsborg"	"63 år"	"Menn"	349
"K-3105 Sarpsborg"	"63 år"	"Kvinner"	347
"K-3105 Sarpsborg"	"64 år"	"Menn"	342
"K-3105 Sarpsborg"	"64 år"	"Kvinner"	334
"K-3105 Sarpsborg"	"65 år"	"Menn"	339
"K-3105 Sarpsborg"	"65 år"	"Kvinner"	386
"K-3105 Sarpsborg"	"66 år"	"Menn"	335
"K-3105 Sarpsborg"	"66 år"	"Kvinner"	342
"K-3105 Sarpsborg"	"67 år"	"Menn"	294
"K-3105 Sarpsborg"	"67 år"	"Kvinner"	265
"K-3105 Sarpsborg"	"68 år"	"Menn"	313
"K-3105 Sarpsborg"	"68 år"	"Kvinner"	298
"K-3105 Sarpsborg"	"69 år"	"Menn"	285
"K-3105 Sarpsborg"	"69 år"	"Kvinner"	333
"K-3105 Sarpsborg"	"70 år"	"Menn"	304
"K-3105 Sarpsborg"	"70 år"	"Kvinner"	312
"K-3105 Sarpsborg"	"71 år"	"Menn"	281
"K-3105 Sarpsborg"	"71 år"	"Kvinner"	254
"K-3105 Sarpsborg"	"72 år"	"Menn"	239
"K-3105 Sarpsborg"	"72 år"	"Kvinner"	295
"K-3105 Sarpsborg"	"73 år"	"Menn"	262
"K-3105 Sarpsborg"	"73 år"	"Kvinner"	304
"K-3105 Sarpsborg"	"74 år"	"Menn"	265
"K-3105 Sarpsborg"	"74 år"	"Kvinner"	299
"K-3105 Sarpsborg"	"75 år"	"Menn"	302
"K-3105 Sarpsborg"	"75 år"	"Kvinner"	317
"K-3105 Sarpsborg"	"76 år"	"Menn"	285
"K-3105 Sarpsborg"	"76 år"	"Kvinner"	326
"K-3105 Sarpsborg"	"77 år"	"Menn"	262
"K-3105 Sarpsborg"	"77 år"	"Kvinner"	292
"K-3105 Sarpsborg"	"78 år"	"Menn"	229
"K-3105 Sarpsborg"	"78 år"	"Kvinner"	273
"K-3105 Sarpsborg"	"79 år"	"Menn"	179
"K-3105 Sarpsborg"	"79 år"	"Kvinner"	220
"K-3105 Sarpsborg"	"80 år"	"Menn"	144
"K-3105 Sarpsborg"	"80 år"	"Kvinner"	218
"K-3105 Sarpsborg"	"81 år"	"Menn"	125
"K-3105 Sarpsborg"	"81 år"	"Kvinner"	159
"K-3105 Sarpsborg"	"82 år"	"Menn"	139
"K-3105 Sarpsborg"	"82 år"	"Kvinner"	157
"K-3105 Sarpsborg"	"83 år"	"Menn"	118
"K-3105 Sarpsborg"	"83 år"	"Kvinner"	150
"K-3105 Sarpsborg"	"84 år"	"Menn"	107
"K-3105 Sarpsborg"	"84 år"	"Kvinner"	144
"K-3105 Sarpsborg"	"85 år"	"Menn"	89
"K-3105 Sarpsborg"	"85 år"	"Kvinner"	145
"K-3105 Sarpsborg"	"86 år"	"Menn"	60
"K-3105 Sarpsborg"	"86 år"	"Kvinner"	132
"K-3105 Sarpsborg"	"87 år"	"Menn"	61
"K-3105 Sarpsborg"	"87 år"	"Kvinner"	88
"K-3105 Sarpsborg"	"88 år"	"Menn"	42
"K-3105 Sarpsborg"	"88 år"	"Kvinner"	76
"K-3105 Sarpsborg"	"89 år"	"Menn"	37
"K-3105 Sarpsborg"	"89 år"	"Kvinner"	72
"K-3105 Sarpsborg"	"90 år"	"Menn"	40
"K-3105 Sarpsborg"	"90 år"	"Kvinner"	68
"K-3105 Sarpsborg"	"91 år"	"Menn"	15
"K-3105 Sarpsborg"	"91 år"	"Kvinner"	55
"K-3105 Sarpsborg"	"92 år"	"Menn"	24
"K-3105 Sarpsborg"	"92 år"	"Kvinner"	66
"K-3105 Sarpsborg"	"93 år"	"Menn"	19
"K-3105 Sarpsborg"	"93 år"	"Kvinner"	46
"K-3105 Sarpsborg"	"94 år"	"Menn"	9
"K-3105 Sarpsborg"	"94 år"	"Kvinner"	31
"K-3105 Sarpsborg"	"95 år"	"Menn"	9
"K-3105 Sarpsborg"	"95 år"	"Kvinner"	23
"K-3105 Sarpsborg"	"96 år"	"Menn"	5
"K-3105 Sarpsborg"	"96 år"	"Kvinner"	22
"K-3105 Sarpsborg"	"97 år"	"Menn"	3
"K-3105 Sarpsborg"	"97 år"	"Kvinner"	12
"K-3105 Sarpsborg"	"98 år"	"Menn"	8
"K-3105 Sarpsborg"	"98 år"	"Kvinner"	5
"K-3105 Sarpsborg"	"99 år"	"Menn"	2
"K-3105 Sarpsborg"	"99 år"	"Kvinner"	4
"K-3105 Sarpsborg"	"100 år"	"Menn"	0
"K-3105 Sarpsborg"	"100 år"	"Kvinner"	2
"K-3105 Sarpsborg"	"101 år"	"Menn"	0
"K-3105 Sarpsborg"	"101 år"	"Kvinner"	1
"K-3105 Sarpsborg"	"102 år"	"Menn"	0
"K-3105 Sarpsborg"	"102 år"	"Kvinner"	1
"K-3105 Sarpsborg"	"103 år"	"Menn"	1
"K-3105 Sarpsborg"	"103 år"	"Kvinner"	1
"K-3105 Sarpsborg"	"104 år"	"Menn"	0
"K-3105 Sarpsborg"	"104 år"	"Kvinner"	0
"K-3105 Sarpsborg"	"105 år eller eldre"	"Menn"	0
"K-3105 Sarpsborg"	"105 år eller eldre"	"Kvinner"	0
"K-3107 Fredrikstad"	"0 år"	"Menn"	337
"K-3107 Fredrikstad"	"0 år"	"Kvinner"	333
"K-3107 Fredrikstad"	"1 år"	"Menn"	382
"K-3107 Fredrikstad"	"1 år"	"Kvinner"	381
"K-3107 Fredrikstad"	"2 år"	"Menn"	386
"K-3107 Fredrikstad"	"2 år"	"Kvinner"	365
"K-3107 Fredrikstad"	"3 år"	"Menn"	407
"K-3107 Fredrikstad"	"3 år"	"Kvinner"	389
"K-3107 Fredrikstad"	"4 år"	"Menn"	409
"K-3107 Fredrikstad"	"4 år"	"Kvinner"	413
"K-3107 Fredrikstad"	"5 år"	"Menn"	443
"K-3107 Fredrikstad"	"5 år"	"Kvinner"	426
"K-3107 Fredrikstad"	"6 år"	"Menn"	483
"K-3107 Fredrikstad"	"6 år"	"Kvinner"	411
"K-3107 Fredrikstad"	"7 år"	"Menn"	461
"K-3107 Fredrikstad"	"7 år"	"Kvinner"	439
"K-3107 Fredrikstad"	"8 år"	"Menn"	456
"K-3107 Fredrikstad"	"8 år"	"Kvinner"	437
"K-3107 Fredrikstad"	"9 år"	"Menn"	469
"K-3107 Fredrikstad"	"9 år"	"Kvinner"	444
"K-3107 Fredrikstad"	"10 år"	"Menn"	496
"K-3107 Fredrikstad"	"10 år"	"Kvinner"	466
"K-3107 Fredrikstad"	"11 år"	"Menn"	481
"K-3107 Fredrikstad"	"11 år"	"Kvinner"	464
"K-3107 Fredrikstad"	"12 år"	"Menn"	524
"K-3107 Fredrikstad"	"12 år"	"Kvinner"	451
"K-3107 Fredrikstad"	"13 år"	"Menn"	568
"K-3107 Fredrikstad"	"13 år"	"Kvinner"	522
"K-3107 Fredrikstad"	"14 år"	"Menn"	514
"K-3107 Fredrikstad"	"14 år"	"Kvinner"	489
"K-3107 Fredrikstad"	"15 år"	"Menn"	515
"K-3107 Fredrikstad"	"15 år"	"Kvinner"	532
"K-3107 Fredrikstad"	"16 år"	"Menn"	574
"K-3107 Fredrikstad"	"16 år"	"Kvinner"	477
"K-3107 Fredrikstad"	"17 år"	"Menn"	545
"K-3107 Fredrikstad"	"17 år"	"Kvinner"	530
"K-3107 Fredrikstad"	"18 år"	"Menn"	534
"K-3107 Fredrikstad"	"18 år"	"Kvinner"	514
"K-3107 Fredrikstad"	"19 år"	"Menn"	528
"K-3107 Fredrikstad"	"19 år"	"Kvinner"	471
"K-3107 Fredrikstad"	"20 år"	"Menn"	525
"K-3107 Fredrikstad"	"20 år"	"Kvinner"	482
"K-3107 Fredrikstad"	"21 år"	"Menn"	509
"K-3107 Fredrikstad"	"21 år"	"Kvinner"	455
"K-3107 Fredrikstad"	"22 år"	"Menn"	556
"K-3107 Fredrikstad"	"22 år"	"Kvinner"	443
"K-3107 Fredrikstad"	"23 år"	"Menn"	502
"K-3107 Fredrikstad"	"23 år"	"Kvinner"	457
"K-3107 Fredrikstad"	"24 år"	"Menn"	485
"K-3107 Fredrikstad"	"24 år"	"Kvinner"	466
"K-3107 Fredrikstad"	"25 år"	"Menn"	499
"K-3107 Fredrikstad"	"25 år"	"Kvinner"	476
"K-3107 Fredrikstad"	"26 år"	"Menn"	506
"K-3107 Fredrikstad"	"26 år"	"Kvinner"	476
"K-3107 Fredrikstad"	"27 år"	"Menn"	494
"K-3107 Fredrikstad"	"27 år"	"Kvinner"	490
"K-3107 Fredrikstad"	"28 år"	"Menn"	529
"K-3107 Fredrikstad"	"28 år"	"Kvinner"	464
"K-3107 Fredrikstad"	"29 år"	"Menn"	588
"K-3107 Fredrikstad"	"29 år"	"Kvinner"	479
"K-3107 Fredrikstad"	"30 år"	"Menn"	552
"K-3107 Fredrikstad"	"30 år"	"Kvinner"	523
"K-3107 Fredrikstad"	"31 år"	"Menn"	565
"K-3107 Fredrikstad"	"31 år"	"Kvinner"	517
"K-3107 Fredrikstad"	"32 år"	"Menn"	525
"K-3107 Fredrikstad"	"32 år"	"Kvinner"	573
"K-3107 Fredrikstad"	"33 år"	"Menn"	560
"K-3107 Fredrikstad"	"33 år"	"Kvinner"	550
"K-3107 Fredrikstad"	"34 år"	"Menn"	548
"K-3107 Fredrikstad"	"34 år"	"Kvinner"	502
"K-3107 Fredrikstad"	"35 år"	"Menn"	560
"K-3107 Fredrikstad"	"35 år"	"Kvinner"	545
"K-3107 Fredrikstad"	"36 år"	"Menn"	527
"K-3107 Fredrikstad"	"36 år"	"Kvinner"	544
"K-3107 Fredrikstad"	"37 år"	"Menn"	509
"K-3107 Fredrikstad"	"37 år"	"Kvinner"	521
"K-3107 Fredrikstad"	"38 år"	"Menn"	510
"K-3107 Fredrikstad"	"38 år"	"Kvinner"	522
"K-3107 Fredrikstad"	"39 år"	"Menn"	533
"K-3107 Fredrikstad"	"39 år"	"Kvinner"	517
"K-3107 Fredrikstad"	"40 år"	"Menn"	503
"K-3107 Fredrikstad"	"40 år"	"Kvinner"	497
"K-3107 Fredrikstad"	"41 år"	"Menn"	451
"K-3107 Fredrikstad"	"41 år"	"Kvinner"	527
"K-3107 Fredrikstad"	"42 år"	"Menn"	472
"K-3107 Fredrikstad"	"42 år"	"Kvinner"	514
"K-3107 Fredrikstad"	"43 år"	"Menn"	529
"K-3107 Fredrikstad"	"43 år"	"Kvinner"	485
"K-3107 Fredrikstad"	"44 år"	"Menn"	570
"K-3107 Fredrikstad"	"44 år"	"Kvinner"	501
"K-3107 Fredrikstad"	"45 år"	"Menn"	523
"K-3107 Fredrikstad"	"45 år"	"Kvinner"	523
"K-3107 Fredrikstad"	"46 år"	"Menn"	511
"K-3107 Fredrikstad"	"46 år"	"Kvinner"	515
"K-3107 Fredrikstad"	"47 år"	"Menn"	518
"K-3107 Fredrikstad"	"47 år"	"Kvinner"	568
"K-3107 Fredrikstad"	"48 år"	"Menn"	581
"K-3107 Fredrikstad"	"48 år"	"Kvinner"	597
"K-3107 Fredrikstad"	"49 år"	"Menn"	601
"K-3107 Fredrikstad"	"49 år"	"Kvinner"	601
"K-3107 Fredrikstad"	"50 år"	"Menn"	588
"K-3107 Fredrikstad"	"50 år"	"Kvinner"	622
"K-3107 Fredrikstad"	"51 år"	"Menn"	595
"K-3107 Fredrikstad"	"51 år"	"Kvinner"	603
"K-3107 Fredrikstad"	"52 år"	"Menn"	636
"K-3107 Fredrikstad"	"52 år"	"Kvinner"	663
"K-3107 Fredrikstad"	"53 år"	"Menn"	656
"K-3107 Fredrikstad"	"53 år"	"Kvinner"	645
"K-3107 Fredrikstad"	"54 år"	"Menn"	696
"K-3107 Fredrikstad"	"54 år"	"Kvinner"	655
"K-3107 Fredrikstad"	"55 år"	"Menn"	599
"K-3107 Fredrikstad"	"55 år"	"Kvinner"	654
"K-3107 Fredrikstad"	"56 år"	"Menn"	608
"K-3107 Fredrikstad"	"56 år"	"Kvinner"	598
"K-3107 Fredrikstad"	"57 år"	"Menn"	607
"K-3107 Fredrikstad"	"57 år"	"Kvinner"	612
"K-3107 Fredrikstad"	"58 år"	"Menn"	620
"K-3107 Fredrikstad"	"58 år"	"Kvinner"	578
"K-3107 Fredrikstad"	"59 år"	"Menn"	620
"K-3107 Fredrikstad"	"59 år"	"Kvinner"	540
"K-3107 Fredrikstad"	"60 år"	"Menn"	545
"K-3107 Fredrikstad"	"60 år"	"Kvinner"	592
"K-3107 Fredrikstad"	"61 år"	"Menn"	535
"K-3107 Fredrikstad"	"61 år"	"Kvinner"	536
"K-3107 Fredrikstad"	"62 år"	"Menn"	522
"K-3107 Fredrikstad"	"62 år"	"Kvinner"	486
"K-3107 Fredrikstad"	"63 år"	"Menn"	531
"K-3107 Fredrikstad"	"63 år"	"Kvinner"	521
"K-3107 Fredrikstad"	"64 år"	"Menn"	551
"K-3107 Fredrikstad"	"64 år"	"Kvinner"	538
"K-3107 Fredrikstad"	"65 år"	"Menn"	489
"K-3107 Fredrikstad"	"65 år"	"Kvinner"	514
"K-3107 Fredrikstad"	"66 år"	"Menn"	539
"K-3107 Fredrikstad"	"66 år"	"Kvinner"	548
"K-3107 Fredrikstad"	"67 år"	"Menn"	453
"K-3107 Fredrikstad"	"67 år"	"Kvinner"	495
"K-3107 Fredrikstad"	"68 år"	"Menn"	496
"K-3107 Fredrikstad"	"68 år"	"Kvinner"	491
"K-3107 Fredrikstad"	"69 år"	"Menn"	440
"K-3107 Fredrikstad"	"69 år"	"Kvinner"	486
"K-3107 Fredrikstad"	"70 år"	"Menn"	413
"K-3107 Fredrikstad"	"70 år"	"Kvinner"	472
"K-3107 Fredrikstad"	"71 år"	"Menn"	403
"K-3107 Fredrikstad"	"71 år"	"Kvinner"	443
"K-3107 Fredrikstad"	"72 år"	"Menn"	427
"K-3107 Fredrikstad"	"72 år"	"Kvinner"	444
"K-3107 Fredrikstad"	"73 år"	"Menn"	425
"K-3107 Fredrikstad"	"73 år"	"Kvinner"	424
"K-3107 Fredrikstad"	"74 år"	"Menn"	404
"K-3107 Fredrikstad"	"74 år"	"Kvinner"	416
"K-3107 Fredrikstad"	"75 år"	"Menn"	441
"K-3107 Fredrikstad"	"75 år"	"Kvinner"	493
"K-3107 Fredrikstad"	"76 år"	"Menn"	414
"K-3107 Fredrikstad"	"76 år"	"Kvinner"	466
"K-3107 Fredrikstad"	"77 år"	"Menn"	341
"K-3107 Fredrikstad"	"77 år"	"Kvinner"	390
"K-3107 Fredrikstad"	"78 år"	"Menn"	323
"K-3107 Fredrikstad"	"78 år"	"Kvinner"	381
"K-3107 Fredrikstad"	"79 år"	"Menn"	258
"K-3107 Fredrikstad"	"79 år"	"Kvinner"	302
"K-3107 Fredrikstad"	"80 år"	"Menn"	242
"K-3107 Fredrikstad"	"80 år"	"Kvinner"	277
"K-3107 Fredrikstad"	"81 år"	"Menn"	186
"K-3107 Fredrikstad"	"81 år"	"Kvinner"	216
"K-3107 Fredrikstad"	"82 år"	"Menn"	200
"K-3107 Fredrikstad"	"82 år"	"Kvinner"	248
"K-3107 Fredrikstad"	"83 år"	"Menn"	174
"K-3107 Fredrikstad"	"83 år"	"Kvinner"	214
"K-3107 Fredrikstad"	"84 år"	"Menn"	156
"K-3107 Fredrikstad"	"84 år"	"Kvinner"	212
"K-3107 Fredrikstad"	"85 år"	"Menn"	141
"K-3107 Fredrikstad"	"85 år"	"Kvinner"	198
"K-3107 Fredrikstad"	"86 år"	"Menn"	104
"K-3107 Fredrikstad"	"86 år"	"Kvinner"	174
"K-3107 Fredrikstad"	"87 år"	"Menn"	88
"K-3107 Fredrikstad"	"87 år"	"Kvinner"	151
"K-3107 Fredrikstad"	"88 år"	"Menn"	80
"K-3107 Fredrikstad"	"88 år"	"Kvinner"	122
"K-3107 Fredrikstad"	"89 år"	"Menn"	61
"K-3107 Fredrikstad"	"89 år"	"Kvinner"	122
"K-3107 Fredrikstad"	"90 år"	"Menn"	61
"K-3107 Fredrikstad"	"90 år"	"Kvinner"	103
"K-3107 Fredrikstad"	"91 år"	"Menn"	39
"K-3107 Fredrikstad"	"91 år"	"Kvinner"	92
"K-3107 Fredrikstad"	"92 år"	"Menn"	37
"K-3107 Fredrikstad"	"92 år"	"Kvinner"	60
"K-3107 Fredrikstad"	"93 år"	"Menn"	26
"K-3107 Fredrikstad"	"93 år"	"Kvinner"	64
"K-3107 Fredrikstad"	"94 år"	"Menn"	19
"K-3107 Fredrikstad"	"94 år"	"Kvinner"	46
"K-3107 Fredrikstad"	"95 år"	"Menn"	7
"K-3107 Fredrikstad"	"95 år"	"Kvinner"	28
"K-3107 Fredrikstad"	"96 år"	"Menn"	9
"K-3107 Fredrikstad"	"96 år"	"Kvinner"	19
"K-3107 Fredrikstad"	"97 år"	"Menn"	7
"K-3107 Fredrikstad"	"97 år"	"Kvinner"	18
"K-3107 Fredrikstad"	"98 år"	"Menn"	2
"K-3107 Fredrikstad"	"98 år"	"Kvinner"	9
"K-3107 Fredrikstad"	"99 år"	"Menn"	1
"K-3107 Fredrikstad"	"99 år"	"Kvinner"	5
"K-3107 Fredrikstad"	"100 år"	"Menn"	1
"K-3107 Fredrikstad"	"100 år"	"Kvinner"	1
"K-3107 Fredrikstad"	"101 år"	"Menn"	0
"K-3107 Fredrikstad"	"101 år"	"Kvinner"	1
"K-3107 Fredrikstad"	"102 år"	"Menn"	0
"K-3107 Fredrikstad"	"102 år"	"Kvinner"	1
"K-3107 Fredrikstad"	"103 år"	"Menn"	0
"K-3107 Fredrikstad"	"103 år"	"Kvinner"	1
"K-3107 Fredrikstad"	"104 år"	"Menn"	1
"K-3107 Fredrikstad"	"104 år"	"Kvinner"	0
"K-3107 Fredrikstad"	"105 år eller eldre"	"Menn"	0
"K-3107 Fredrikstad"	"105 år eller eldre"	"Kvinner"	0
"K-3110 Hvaler"	"0 år"	"Menn"	13
"K-3110 Hvaler"	"0 år"	"Kvinner"	15
"K-3110 Hvaler"	"1 år"	"Menn"	21
"K-3110 Hvaler"	"1 år"	"Kvinner"	11
"K-3110 Hvaler"	"2 år"	"Menn"	21
"K-3110 Hvaler"	"2 år"	"Kvinner"	14
"K-3110 Hvaler"	"3 år"	"Menn"	15
"K-3110 Hvaler"	"3 år"	"Kvinner"	13
"K-3110 Hvaler"	"4 år"	"Menn"	12
"K-3110 Hvaler"	"4 år"	"Kvinner"	14
"K-3110 Hvaler"	"5 år"	"Menn"	22
"K-3110 Hvaler"	"5 år"	"Kvinner"	8
"K-3110 Hvaler"	"6 år"	"Menn"	18
"K-3110 Hvaler"	"6 år"	"Kvinner"	17
"K-3110 Hvaler"	"7 år"	"Menn"	20
"K-3110 Hvaler"	"7 år"	"Kvinner"	14
"K-3110 Hvaler"	"8 år"	"Menn"	15
"K-3110 Hvaler"	"8 år"	"Kvinner"	26
"K-3110 Hvaler"	"9 år"	"Menn"	27
"K-3110 Hvaler"	"9 år"	"Kvinner"	14
"K-3110 Hvaler"	"10 år"	"Menn"	20
"K-3110 Hvaler"	"10 år"	"Kvinner"	26
"K-3110 Hvaler"	"11 år"	"Menn"	18
"K-3110 Hvaler"	"11 år"	"Kvinner"	16
"K-3110 Hvaler"	"12 år"	"Menn"	28
"K-3110 Hvaler"	"12 år"	"Kvinner"	23
"K-3110 Hvaler"	"13 år"	"Menn"	26
"K-3110 Hvaler"	"13 år"	"Kvinner"	23
"K-3110 Hvaler"	"14 år"	"Menn"	26
"K-3110 Hvaler"	"14 år"	"Kvinner"	37
"K-3110 Hvaler"	"15 år"	"Menn"	22
"K-3110 Hvaler"	"15 år"	"Kvinner"	18
"K-3110 Hvaler"	"16 år"	"Menn"	30
"K-3110 Hvaler"	"16 år"	"Kvinner"	23
"K-3110 Hvaler"	"17 år"	"Menn"	33
"K-3110 Hvaler"	"17 år"	"Kvinner"	26
"K-3110 Hvaler"	"18 år"	"Menn"	24
"K-3110 Hvaler"	"18 år"	"Kvinner"	24
"K-3110 Hvaler"	"19 år"	"Menn"	31
"K-3110 Hvaler"	"19 år"	"Kvinner"	18
"K-3110 Hvaler"	"20 år"	"Menn"	15
"K-3110 Hvaler"	"20 år"	"Kvinner"	20
"K-3110 Hvaler"	"21 år"	"Menn"	33
"K-3110 Hvaler"	"21 år"	"Kvinner"	18
"K-3110 Hvaler"	"22 år"	"Menn"	21
"K-3110 Hvaler"	"22 år"	"Kvinner"	14
"K-3110 Hvaler"	"23 år"	"Menn"	22
"K-3110 Hvaler"	"23 år"	"Kvinner"	23
"K-3110 Hvaler"	"24 år"	"Menn"	15
"K-3110 Hvaler"	"24 år"	"Kvinner"	13
"K-3110 Hvaler"	"25 år"	"Menn"	15
"K-3110 Hvaler"	"25 år"	"Kvinner"	18
"K-3110 Hvaler"	"26 år"	"Menn"	11
"K-3110 Hvaler"	"26 år"	"Kvinner"	11
"K-3110 Hvaler"	"27 år"	"Menn"	18
"K-3110 Hvaler"	"27 år"	"Kvinner"	17
"K-3110 Hvaler"	"28 år"	"Menn"	16
"K-3110 Hvaler"	"28 år"	"Kvinner"	13
"K-3110 Hvaler"	"29 år"	"Menn"	21
"K-3110 Hvaler"	"29 år"	"Kvinner"	18
"K-3110 Hvaler"	"30 år"	"Menn"	11
"K-3110 Hvaler"	"30 år"	"Kvinner"	14
"K-3110 Hvaler"	"31 år"	"Menn"	20
"K-3110 Hvaler"	"31 år"	"Kvinner"	12
"K-3110 Hvaler"	"32 år"	"Menn"	25
"K-3110 Hvaler"	"32 år"	"Kvinner"	19
"K-3110 Hvaler"	"33 år"	"Menn"	11
"K-3110 Hvaler"	"33 år"	"Kvinner"	20
"K-3110 Hvaler"	"34 år"	"Menn"	18
"K-3110 Hvaler"	"34 år"	"Kvinner"	15
"K-3110 Hvaler"	"35 år"	"Menn"	23
"K-3110 Hvaler"	"35 år"	"Kvinner"	24
"K-3110 Hvaler"	"36 år"	"Menn"	21
"K-3110 Hvaler"	"36 år"	"Kvinner"	19
"K-3110 Hvaler"	"37 år"	"Menn"	20
"K-3110 Hvaler"	"37 år"	"Kvinner"	8
"K-3110 Hvaler"	"38 år"	"Menn"	14
"K-3110 Hvaler"	"38 år"	"Kvinner"	26
"K-3110 Hvaler"	"39 år"	"Menn"	14
"K-3110 Hvaler"	"39 år"	"Kvinner"	19
"K-3110 Hvaler"	"40 år"	"Menn"	20
"K-3110 Hvaler"	"40 år"	"Kvinner"	21
"K-3110 Hvaler"	"41 år"	"Menn"	12
"K-3110 Hvaler"	"41 år"	"Kvinner"	34
"K-3110 Hvaler"	"42 år"	"Menn"	33
"K-3110 Hvaler"	"42 år"	"Kvinner"	22
"K-3110 Hvaler"	"43 år"	"Menn"	33
"K-3110 Hvaler"	"43 år"	"Kvinner"	29
"K-3110 Hvaler"	"44 år"	"Menn"	22
"K-3110 Hvaler"	"44 år"	"Kvinner"	32
"K-3110 Hvaler"	"45 år"	"Menn"	25
"K-3110 Hvaler"	"45 år"	"Kvinner"	29
"K-3110 Hvaler"	"46 år"	"Menn"	30
"K-3110 Hvaler"	"46 år"	"Kvinner"	26
"K-3110 Hvaler"	"47 år"	"Menn"	33
"K-3110 Hvaler"	"47 år"	"Kvinner"	37
"K-3110 Hvaler"	"48 år"	"Menn"	33
"K-3110 Hvaler"	"48 år"	"Kvinner"	33
"K-3110 Hvaler"	"49 år"	"Menn"	38
"K-3110 Hvaler"	"49 år"	"Kvinner"	24
"K-3110 Hvaler"	"50 år"	"Menn"	29
"K-3110 Hvaler"	"50 år"	"Kvinner"	37
"K-3110 Hvaler"	"51 år"	"Menn"	38
"K-3110 Hvaler"	"51 år"	"Kvinner"	39
"K-3110 Hvaler"	"52 år"	"Menn"	30
"K-3110 Hvaler"	"52 år"	"Kvinner"	40
"K-3110 Hvaler"	"53 år"	"Menn"	33
"K-3110 Hvaler"	"53 år"	"Kvinner"	40
"K-3110 Hvaler"	"54 år"	"Menn"	44
"K-3110 Hvaler"	"54 år"	"Kvinner"	32
"K-3110 Hvaler"	"55 år"	"Menn"	38
"K-3110 Hvaler"	"55 år"	"Kvinner"	35
"K-3110 Hvaler"	"56 år"	"Menn"	35
"K-3110 Hvaler"	"56 år"	"Kvinner"	32
"K-3110 Hvaler"	"57 år"	"Menn"	41
"K-3110 Hvaler"	"57 år"	"Kvinner"	42
"K-3110 Hvaler"	"58 år"	"Menn"	45
"K-3110 Hvaler"	"58 år"	"Kvinner"	51
"K-3110 Hvaler"	"59 år"	"Menn"	37
"K-3110 Hvaler"	"59 år"	"Kvinner"	45
"K-3110 Hvaler"	"60 år"	"Menn"	36
"K-3110 Hvaler"	"60 år"	"Kvinner"	36
"K-3110 Hvaler"	"61 år"	"Menn"	37
"K-3110 Hvaler"	"61 år"	"Kvinner"	33
"K-3110 Hvaler"	"62 år"	"Menn"	52
"K-3110 Hvaler"	"62 år"	"Kvinner"	51
"K-3110 Hvaler"	"63 år"	"Menn"	46
"K-3110 Hvaler"	"63 år"	"Kvinner"	51
"K-3110 Hvaler"	"64 år"	"Menn"	55
"K-3110 Hvaler"	"64 år"	"Kvinner"	56
"K-3110 Hvaler"	"65 år"	"Menn"	57
"K-3110 Hvaler"	"65 år"	"Kvinner"	47
"K-3110 Hvaler"	"66 år"	"Menn"	51
"K-3110 Hvaler"	"66 år"	"Kvinner"	44
"K-3110 Hvaler"	"67 år"	"Menn"	33
"K-3110 Hvaler"	"67 år"	"Kvinner"	51
"K-3110 Hvaler"	"68 år"	"Menn"	46
"K-3110 Hvaler"	"68 år"	"Kvinner"	54
"K-3110 Hvaler"	"69 år"	"Menn"	48
"K-3110 Hvaler"	"69 år"	"Kvinner"	46
"K-3110 Hvaler"	"70 år"	"Menn"	43
"K-3110 Hvaler"	"70 år"	"Kvinner"	40
"K-3110 Hvaler"	"71 år"	"Menn"	37
"K-3110 Hvaler"	"71 år"	"Kvinner"	44
"K-3110 Hvaler"	"72 år"	"Menn"	41
"K-3110 Hvaler"	"72 år"	"Kvinner"	45
"K-3110 Hvaler"	"73 år"	"Menn"	46
